"Database","Date/Time","Environment","Machine Name","Analysis Name","Schedule Name","Schedule Run ID","Version","Version Name","Animal ID","Application_Version","Max_Number_Trials","Max_Schedule_Time","Schedule_Start_Time","Trial Analysis - Condition","Trial Analysis - Correct","Trial Analysis - Trial Type","Trial Analysis - Touch Latency_Duration","Trial Analysis - Touch Latency_Counts","Trial Analysis - Reward Collection Latency_Duration","Trial Analysis - Reward Collection Latency_Counts","Trial Analysis - Initiation Latency_Duration","Trial Analysis - Initiation Latency_Counts","Trial Analysis - Front Beam Break - ","Trial Analysis - Back Beam Break - ","Trial Analysis - Interruption"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","1361.001","0","2","1343.217","0","3.914","0","1.449","0","58","35","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","1407.645","0","5","26.424","0","1.91","0","4.681","0","9","6","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","1442.433","1","4","23.472","0","1.202","0","2.162","0","5","4","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","1470.63","1","1","15.114","0","2.41","0","5.963","0","6","4","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","1574.244","1","5","92.802","0","1.57","0","4.37","0","3","2","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","1835.965","1","2","253.299","0","1.697","0","0.877","0","11","4","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2144.536","1","6","280.671","0","1.552","0","21.044","0","6","5","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2167.514","1","5","12.194","0","1.536","0","3.561","0","2","2","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2195.881","1","1","21.718","0","1.256","0","0","0","1","1","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2250.491","1","1","38.104","0","1.029","0","8.607","0","2","2","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2280.145","0","6","12.277","0","1.411","0","1.671","0","4","1","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2418.929","0","6","118.674","0","1.222","0","1.047","0","3","4","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2454.396","1","4","24.164","0","1.27","0","5.016","0","4","3","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2480.647","0","3","5.933","0","1.327","0","5.271","0","2","2","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2492.135","1","1","4.281","0","1.341","0","1.133","0","2","2","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2564.802","1","5","38.51","0","2.02","0","27.235","0","10","6","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2578.75","1","2","2.692","0","1.373","0","4.644","0","3","2","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2599.159","1","5","10.966","0","1.374","0","2.933","0","1","1","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2608.804","1","2","2.257","0","1.51","0","0.655","0","2","1","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2619.139","1","3","3.429","0","1.456","0","0.025","0","2","1","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2640.434","1","6","13.879","0","1.992","0","0","0","1","1","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2661.331","0","4","5.304","0","1.549","0","0","0","2","2","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2685.93","1","3","15.28","0","1.421","0","2.915","0","4","3","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2704.491","0","3","2.91","0","1.363","0","0","0","2","0","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2888.514","0","1","166.882","0","1.382","0","1.751","0","3","3","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2902.889","1","2","6.165","0","1.376","0","1.701","0","3","2","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2939.169","0","4","19.907","0","1.566","0","0","0","2","3","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","2986.909","1","3","40.368","0","1.467","0","0.757","0","2","3","0"
"Cristina2","4/1/2023 1:52:58 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","553","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-01T13:52:58.646","3374.953","1","6","380.529","0","1.381","0","0","0","4","5","0"
