"Database","Date/Time","Environment","Machine Name","Analysis Name","Schedule Name","Schedule Run ID","Version","Version Name","Animal ID","Application_Version","Max_Number_Trials","Max_Schedule_Time","Schedule_Start_Time","Trial Analysis - Condition","Trial Analysis - Correct","Trial Analysis - Trial Type","Trial Analysis - Touch Latency_Duration","Trial Analysis - Touch Latency_Counts","Trial Analysis - Reward Collection Latency_Duration","Trial Analysis - Reward Collection Latency_Counts","Trial Analysis - Initiation Latency_Duration","Trial Analysis - Initiation Latency_Counts","Trial Analysis - Front Beam Break - ","Trial Analysis - Back Beam Break - ","Trial Analysis - Interruption"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","50.06","0","5","29.692","0","1.896","0","2.232","0","8","9","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","85.714","1","1","9.778","0","1.996","0","17.69","0","13","4","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","103.804","1","6","9.455","0","2.087","0","0","0","3","2","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","117.051","1","1","5.044","0","1.475","0","0.308","0","5","3","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","136.001","0","3","3.299","0","1.811","0","0.262","0","2","2","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","154.405","1","2","3.171","0","2.553","0","8.008","0","6","2","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","175.703","0","3","5.468","0","1.515","0","0.141","0","4","1","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","193.647","1","6","8.592","0","1.658","0","0.817","0","3","2","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","217.182","1","6","12.217","0","2.923","0","2.461","0","3","1","0"
"Cristina2","3/29/2023 1:58:44 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","548","N/A","Rat dPAL_2021 vN/A","1558","ABET II Touch 22.03.22.0","100","3600","2023-03-29T13:58:44.806","228.281","1","1","3.381","0","1.609","0","1.172","0","3","2","0"
