"Database","Date/Time","Environment","Machine Name","Analysis Name","Schedule Name","Schedule Run ID","Version","Version Name","Animal ID","Application_Version","Max_Number_Trials","Max_Schedule_Time","Schedule_Start_Time","Trial Analysis - Condition","Trial Analysis - Correct","Trial Analysis - Trial Type","Trial Analysis - Touch Latency_Duration","Trial Analysis - Touch Latency_Counts","Trial Analysis - Reward Collection Latency_Duration","Trial Analysis - Reward Collection Latency_Counts","Trial Analysis - Initiation Latency_Duration","Trial Analysis - Initiation Latency_Counts","Trial Analysis - Front Beam Break - ","Trial Analysis - Back Beam Break - ","Trial Analysis - Interruption"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","36.336","0","6","17.982","0","1.665","0","0.238","0","4","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","53.023","1","4","2.564","0","1.456","0","6.648","0","3","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","69.817","1","3","4.828","0","1.221","0","5.405","0","4","2","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","82.271","1","5","1.624","0","1.389","0","4.4","0","6","2","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","111.622","1","6","3.588","0","1.527","0","19.12","0","10","2","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","123.271","1","5","2.055","0","1.462","0","2.348","0","5","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","140.68","0","5","1.847","0","1.301","0","0.322","0","4","2","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","169.344","1","6","15.75","0","1.243","0","5.913","0","3","4","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","177.498","1","1","1.424","0","1.617","0","0.234","0","4","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","194.236","0","4","1.163","0","1.105","0","0.363","0","7","2","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","234.546","1","2","2.232","0","1.135","0","29.512","0","5","2","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","261.982","1","6","14.977","0","1.302","0","4.687","0","4","2","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","283.241","0","3","1.394","0","1.28","0","4.145","0","4","5","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","299.971","0","3","1.17","0","1.397","0","0.244","0","3","4","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","332.035","1","2","24.506","0","1.265","0","0.585","0","2","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","350.375","1","2","5.915","0","1.477","0","4.851","0","2","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","360.828","1","1","2.385","0","1.428","0","0.564","0","3","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","381.254","0","4","4.2","0","1.39","0","0","0","3","2","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","394.09","1","1","2.918","0","1.348","0","3.367","0","3","4","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","403.239","1","4","2.263","0","1.521","0","0","0","3","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","413.102","1","3","2.978","0","1.3","0","0.425","0","3","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","421.801","1","3","1.971","0","1.369","0","0","0","3","1","0"
"Cristina2","4/2/2023 2:11:04 PM","Chamber1 [1]","CI32202-3","TxT","Rat dPAL_2021","557","N/A","Rat dPAL_2021 vN/A","1554","ABET II Touch 22.03.22.0","100","3600","2023-04-02T14:11:05.107","439.364","0","2","2.087","0","1.467","0","0.22","0","5","3","0"
