"Database","Date/Time","Environment","Machine Name","Analysis Name","Schedule Name","Schedule Run ID","Version","Version Name","Animal ID","Application_Version","Max_Number_Trials","Max_Schedule_Time","Schedule_Start_Time","Trial Analysis - Condition","Trial Analysis - Correct","Trial Analysis - Trial Type","Trial Analysis - Touch Latency_Duration","Trial Analysis - Touch Latency_Counts","Trial Analysis - Reward Collection Latency_Duration","Trial Analysis - Reward Collection Latency_Counts","Trial Analysis - Initiation Latency_Duration","Trial Analysis - Initiation Latency_Counts","Trial Analysis - Front Beam Break - ","Trial Analysis - Back Beam Break - ","Trial Analysis - Interruption"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","22.632","1","5","4.577","0","1.627","0","7.226","0","3","3","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","34.695","1","1","4.136","0","2.173","0","0.543","0","3","1","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","45.31","1","3","2.563","0","1.576","0","1.252","0","1","2","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","57.591","1","3","4.997","0","1.899","0","0.265","0","2","1","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","80.941","0","2","2.282","0","1.428","0","5.918","0","4","0","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","98.714","1","5","9.821","0","1.768","0","1.313","0","2","2","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","107.798","1","2","1.873","0","1.21","0","0.263","0","4","1","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","116.21","1","6","1.908","0","1.291","0","0.145","0","2","1","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","124.729","1","5","1.813","0","1.94","0","0.174","0","2","1","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","134.058","1","4","1.989","0","1.285","0","0.294","0","2","1","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","142.758","1","6","1.924","0","2.139","0","0.28","0","3","1","0"
"Cristina2","11/9/2023 2:16:48 PM","Chamber2 [2]","CI32202-3","TxT","Rat dPAL_2021","1172","N/A","Rat dPAL_2021 vN/A","1778","ABET II Touch 22.03.22.0","100","3600","2023-11-09T14:16:48.141","151.953","1","1","2.046","0","1.518","0","0","0","3","1","0"
