"Database","Date/Time","Environment","Machine Name","Analysis Name","Schedule Name","Schedule Run ID","Version","Version Name","Animal ID","Application_Version","Group ID","Max_Number_Trials","Max_Schedule_Time","Notes","Schedule_Start_Time","Trial Analysis - Condition","Trial Analysis - Correct","Trial Analysis - Trial Type","Trial Analysis - Touch Latency_Duration","Trial Analysis - Touch Latency_Counts","Trial Analysis - Reward Collection Latency_Duration","Trial Analysis - Reward Collection Latency_Counts","Trial Analysis - Initiation Latency_Duration","Trial Analysis - Initiation Latency_Counts","Trial Analysis - Front Beam Break - ","Trial Analysis - Back Beam Break - ","Trial Analysis - Interruption"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","1926.962","1","2","6.855","0","","","1.758","0","3","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","1950.626","1","2","8.004","0","","","7.306","0","5","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","1970.061","1","1","4.911","0","","","5.287","0","3","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","1984.773","1","4","4.295","0","","","1.615","0","2","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","1997.216","1","5","4.995","0","","","0","0","2","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","2012.762","1","2","7.519","0","","","0","0","2","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","2026.765","1","3","4.689","0","","","1.66","0","3","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","2039.94","1","6","4.588","0","","","0.967","0","2","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","2054.415","1","3","5.009","0","","","1.87","0","4","1","0"
"Cristina2","1/30/2023 1:17:22 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","411","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","1","100","3600","day 1- saline","2023-01-30T13:17:22.732","2067.521","1","4","4.381","0","","","1.015","0","2","1","0"
