"Database","Date/Time","Environment","Machine Name","Analysis Name","Schedule Name","Schedule Run ID","Version","Version Name","Animal ID","Application_Version","Max_Number_Trials","Max_Schedule_Time","Notes","Schedule_Start_Time","Trial Analysis - Condition","Trial Analysis - Correct","Trial Analysis - Trial Type","Trial Analysis - Touch Latency_Duration","Trial Analysis - Touch Latency_Counts","Trial Analysis - Reward Collection Latency_Duration","Trial Analysis - Reward Collection Latency_Counts","Trial Analysis - Initiation Latency_Duration","Trial Analysis - Initiation Latency_Counts","Trial Analysis - Front Beam Break - ","Trial Analysis - Back Beam Break - ","Trial Analysis - Interruption"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","238.08","1","6","7.101","0","2.031","0","1.625","0","5","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","251.976","1","4","5.184","0","1.891","0","0.742","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","266.355","1","5","4.085","0","2.394","0","3.458","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","279.884","1","4","5.013","0","2.409","0","1.405","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","295.776","1","2","7.776","0","1.884","0","0.635","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","308.942","1","6","4.407","0","2.17","0","1.283","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","321.045","1","5","3.606","0","1.787","0","0.442","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","336.115","1","1","6.214","0","2.421","0","0.593","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","350.554","1","3","5.867","0","2.185","0","0.789","0","1","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","364.335","1","3","6.152","0","2.505","0","0.204","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","385.499","0","2","3.952","0","2.297","0","1.028","0","5","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","400.624","1","5","4.077","0","1.897","0","3.331","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","414.576","1","2","5.028","0","2.458","0","0.59","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","432.574","1","3","10.054","0","2.476","0","0.144","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","445.999","1","4","3.75","0","1.662","0","1.54","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","461.779","1","2","7.649","0","2.177","0","0.624","0","3","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","472.835","1","5","3.953","0","1.892","0","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","486.028","1","4","4.301","0","1.991","0","0.714","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","502.603","1","1","5.624","0","2.324","0","1.945","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","518.681","1","6","8.431","0","2.059","0","0.355","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","534.564","1","1","5.935","0","2.297","0","2.155","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","554.396","1","6","4.327","0","2.271","0","8.448","0","6","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","567.26","1","1","5.432","0","2.235","0","0","0","4","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","580.472","1","2","5.475","0","1.696","0","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","592.304","1","5","4.328","0","2.174","0","0.235","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","606.55","1","1","6.642","0","1.928","0","0.232","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","620.244","1","4","4.148","0","2.192","0","1.3","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","634.774","1","4","5.785","0","1.952","0","1.48","0","1","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","657.533","0","1","6.028","0","1.939","0","1.056","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","679.696","1","6","14.688","0","1.93","0","0.629","0","3","3","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","691.933","1","1","5.04","0","1.854","0","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","706.108","1","6","4.837","0","2.148","0","1.75","0","1","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","719.115","1","3","5.115","0","3.037","0","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","733.24","1","3","5.068","0","1.752","0","1.1","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","745.344","1","5","3.88","0","2.273","0","0","0","4","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","759.946","1","2","7.516","0","1.865","0","0","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","771.897","1","5","3.454","0","1.95","0","0.938","0","5","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","785.364","1","2","5.187","0","2.408","0","0.862","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","798.89","1","4","3.818","0","1.892","0","0.966","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","811.817","1","5","3.676","0","2.295","0","1.855","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","835.553","0","2","7.213","0","1.95","0","0.728","0","2","0","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","861.399","1","3","16.684","0","2.519","0","1.753","0","3","3","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","872.855","1","6","3.187","0","1.839","0","0.803","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","888.03","1","3","7.585","0","1.82","0","0.174","0","1","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","905.334","1","2","8.06","0","2.236","0","0.936","0","3","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","918.098","1","5","3.627","0","2.218","0","1.015","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","932.663","1","4","4.815","0","2.39","0","2.035","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","947.21","1","3","6.492","0","1.693","0","0.19","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","960.6","1","4","4.738","0","2.263","0","0.578","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","974.526","1","6","4.334","0","1.918","0","2.153","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","987.45","1","6","5.482","0","2.482","0","0","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1003.586","1","4","8.321","0","1.947","0","0","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1018.599","1","5","6.046","0","2.282","0","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1035.243","1","1","7.253","0","1.911","0","1.685","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1050.602","1","2","5.597","0","1.727","0","2.185","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1071.838","0","1","4.534","0","1.999","0","1.207","0","5","0","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1113.905","1","4","10.602","0","1.822","0","24.082","0","4","4","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1146.728","1","4","25.568","0","2.336","0","0.307","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1163.326","1","1","6.951","0","1.853","0","1.699","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1194.428","0","3","13.353","0","2.353","0","1.474","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1261.888","1","2","53.034","0","2.348","0","6.114","0","4","6","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1275.189","1","3","4.597","0","2.863","0","0.685","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1288.249","1","6","3.952","0","2.005","0","1.326","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1300.364","1","5","5.321","0","2.581","0","0","0","3","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1313.931","1","3","6.455","0","2.572","0","0","0","4","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1328.457","1","2","6.855","0","2.024","0","0.518","0","4","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1347.08","1","3","10.094","0","1.855","0","0.937","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1363.539","1","6","9.449","0","2.24","0","0","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1385.012","1","4","10.376","0","2.16","0","2.335","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1403.953","1","2","11.448","0","2.156","0","0","0","3","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1417.376","1","4","4.59","0","2.361","0","0.069","0","4","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1432.175","1","5","7.532","0","2.849","0","0","0","2","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1448.49","1","1","7.449","0","2.017","0","0","0","4","2","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1461.291","1","5","5.056","0","2.171","0","0","0","3","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1476.915","1","6","8.247","0","1.926","0","0","0","2","1","0"
"Cristina2","2/4/2023 2:53:11 PM","Chamber4 [4]","CI32202-3","TxT","Rat dPAL_2021","425","N/A","Rat dPAL_2021 vN/A","1557","ABET II Touch 22.03.22.0","100","3600","mec day 2","2023-02-04T14:53:12.091","1491.429","1","6","7.277","0","2.083","0","0","0","2","1","0"
